flag_id,customer_id,flag_type,flag_date,description,severity
F010900,C022493,KYC Pending,2024-02-22,Generated flag,Low
F010901,C073300,KYC Pending,2024-06-05,Generated flag,High
F010902,C062218,KYC Pending,2024-08-18,Generated flag,Low
F010903,C083732,KYC Pending,2023-12-17,Generated flag,Medium
F010904,C045016,Suspicious Activity,2025-07-21,Generated flag,Low
F010905,C098266,KYC Pending,2024-07-04,Generated flag,High
F010906,C000674,KYC Pending,2023-04-30,Generated flag,Low
F010907,C094204,High Transaction Volume,2023-01-08,Generated flag,High
F010908,C071345,High Transaction Volume,2024-09-19,Generated flag,Medium
F010909,C099293,KYC Pending,2022-12-08,Generated flag,High
F010910,C018582,High Transaction Volume,2023-01-06,Generated flag,Low
F010911,C042338,Suspicious Activity,2023-11-16,Generated flag,High
F010912,C034035,High Transaction Volume,2023-02-01,Generated flag,Medium
F010913,C026669,Suspicious Activity,2024-01-18,Generated flag,High
F010914,C077682,Duplicate Record,2023-07-27,Generated flag,Low
F010915,C091357,Suspicious Activity,2025-06-12,Generated flag,Medium
F010916,C097180,Duplicate Record,2026-04-17,Generated flag,Low
F010917,C099767,High Transaction Volume,2022-08-26,Generated flag,Medium
F010918,C095239,Duplicate Record,2025-12-14,Generated flag,Low
F010919,C061888,High Transaction Volume,2023-05-04,Generated flag,Medium
F010920,C022010,High Transaction Volume,2026-01-19,Generated flag,Low
F010921,C006012,KYC Pending,2023-02-10,Generated flag,Medium
F010922,C021804,Suspicious Activity,2024-07-01,Generated flag,High
F010923,C030552,Suspicious Activity,2024-06-03,Generated flag,Low
F010924,C012292,Duplicate Record,2023-09-03,Generated flag,Medium
F010925,C033898,High Transaction Volume,2023-11-09,Generated flag,High
F010926,C059556,Duplicate Record,2024-05-26,Generated flag,High
F010927,C034284,Suspicious Activity,2025-12-02,Generated flag,Low
F010928,C069695,KYC Pending,2023-05-15,Generated flag,High
F010929,C056310,Suspicious Activity,2022-08-23,Generated flag,Low
F010930,C077716,Suspicious Activity,2022-08-09,Generated flag,High
F010931,C082700,High Transaction Volume,2024-10-02,Generated flag,High
F010932,C040271,Duplicate Record,2023-08-02,Generated flag,Medium
F010933,C075959,Duplicate Record,2026-02-11,Generated flag,Low
F010934,C009588,Suspicious Activity,2026-04-07,Generated flag,High
F010935,C095228,High Transaction Volume,2025-02-16,Generated flag,Low
F010936,C058020,Suspicious Activity,2025-11-27,Generated flag,High
F010937,C013862,Duplicate Record,2025-10-08,Generated flag,Medium
F010938,C001418,High Transaction Volume,2024-12-28,Generated flag,High
F010939,C057348,Suspicious Activity,2025-07-18,Generated flag,High
F010940,C009006,Suspicious Activity,2023-08-07,Generated flag,High
F010941,C067116,KYC Pending,2024-06-01,Generated flag,High
F010942,C052537,Duplicate Record,2026-04-03,Generated flag,Low
F010943,C071563,Suspicious Activity,2024-03-01,Generated flag,Medium
F010944,C002657,Duplicate Record,2024-07-17,Generated flag,Medium
F010945,C039075,KYC Pending,2023-01-09,Generated flag,Medium
F010946,C029970,High Transaction Volume,2025-09-29,Generated flag,High
F010947,C024170,Duplicate Record,2024-04-30,Generated flag,High
F010948,C040135,Suspicious Activity,2023-06-12,Generated flag,High
F010949,C054055,High Transaction Volume,2024-08-06,Generated flag,Medium
F010950,C016412,Duplicate Record,2023-05-08,Generated flag,High
F010951,C090430,KYC Pending,2024-08-21,Generated flag,High
F010952,C077457,Duplicate Record,2025-08-17,Generated flag,High
F010953,C059400,Duplicate Record,2025-07-17,Generated flag,High
F010954,C074725,Duplicate Record,2025-04-06,Generated flag,High
F010955,C015172,Duplicate Record,2025-07-04,Generated flag,High
F010956,C074333,KYC Pending,2025-10-23,Generated flag,Low
F010957,C078223,High Transaction Volume,2023-03-23,Generated flag,Low
F010958,C067443,KYC Pending,2025-02-08,Generated flag,Medium
F010959,C032645,Duplicate Record,2026-04-22,Generated flag,Low
F010960,C032191,KYC Pending,2024-07-03,Generated flag,Medium
F010961,C025161,Duplicate Record,2022-06-09,Generated flag,Low
F010962,C025536,Duplicate Record,2024-10-13,Generated flag,Low
F010963,C022712,Duplicate Record,2023-07-30,Generated flag,High
F010964,C010467,Suspicious Activity,2023-10-13,Generated flag,High
F010965,C090419,Duplicate Record,2023-10-10,Generated flag,Low
F010966,C035083,Duplicate Record,2023-01-24,Generated flag,Low
F010967,C035158,KYC Pending,2024-10-04,Generated flag,Medium
F010968,C041551,Duplicate Record,2023-07-14,Generated flag,High
F010969,C053227,Suspicious Activity,2022-06-11,Generated flag,High
F010970,C027746,KYC Pending,2023-06-06,Generated flag,Low
F010971,C051882,KYC Pending,2023-01-23,Generated flag,Medium
F010972,C048642,High Transaction Volume,2022-06-08,Generated flag,Medium
F010973,C050853,Duplicate Record,2023-10-30,Generated flag,Medium
F010974,C071317,KYC Pending,2024-09-01,Generated flag,Low
F010975,C023434,Duplicate Record,2026-01-29,Generated flag,High
F010976,C037938,Duplicate Record,2025-09-28,Generated flag,Low
F010977,C090098,Duplicate Record,2025-11-30,Generated flag,High
F010978,C034833,Suspicious Activity,2024-08-28,Generated flag,Low
F010979,C047337,Suspicious Activity,2023-07-30,Generated flag,Low
F010980,C060583,Suspicious Activity,2024-08-08,Generated flag,High
F010981,C084777,High Transaction Volume,2024-04-03,Generated flag,High
F010982,C042901,KYC Pending,2022-12-15,Generated flag,Medium
F010983,C051989,High Transaction Volume,2022-09-26,Generated flag,Low
F010984,C085423,KYC Pending,2023-12-28,Generated flag,Medium
F010985,C093236,High Transaction Volume,2023-05-05,Generated flag,High
F010986,C069160,High Transaction Volume,2024-05-15,Generated flag,Low
F010987,C091586,Suspicious Activity,2024-11-04,Generated flag,High
F010988,C016469,High Transaction Volume,2024-11-11,Generated flag,Medium
F010989,C018627,Suspicious Activity,2025-12-30,Generated flag,High
F010990,C037723,KYC Pending,2023-11-27,Generated flag,High
F010991,C028991,KYC Pending,2025-03-03,Generated flag,Low
F010992,C085637,Suspicious Activity,2023-09-16,Generated flag,High
F010993,C035912,High Transaction Volume,2024-01-20,Generated flag,High
F010994,C062870,Duplicate Record,2023-08-29,Generated flag,Medium
F010995,C080743,Duplicate Record,2026-01-11,Generated flag,High
F010996,C019613,Duplicate Record,2026-01-02,Generated flag,Medium
F010997,C004906,Duplicate Record,2024-05-05,Generated flag,Medium
F010998,C062102,Duplicate Record,2024-08-07,Generated flag,Medium
F010999,C008840,KYC Pending,2024-05-12,Generated flag,Medium
F011000,C011371,Suspicious Activity,2024-08-09,Generated flag,Medium
F011001,C077096,Duplicate Record,2024-07-30,Generated flag,Medium
F011002,C048672,KYC Pending,2023-05-08,Generated flag,Medium
F011003,C044637,High Transaction Volume,2024-12-11,Generated flag,Low
F011004,C000291,Suspicious Activity,2022-11-29,Generated flag,High
F011005,C058998,Suspicious Activity,2025-06-20,Generated flag,Low
F011006,C049699,KYC Pending,2025-10-28,Generated flag,Medium
F011007,C030754,KYC Pending,2024-02-11,Generated flag,Low
F011008,C056884,KYC Pending,2022-11-08,Generated flag,High
F011009,C031334,KYC Pending,2023-05-20,Generated flag,Medium
F011010,C036020,Duplicate Record,2024-04-12,Generated flag,Low
F011011,C040334,Duplicate Record,2024-07-02,Generated flag,Low
F011012,C083031,KYC Pending,2025-06-19,Generated flag,Medium
F011013,C098294,High Transaction Volume,2026-01-02,Generated flag,High
F011014,C030622,High Transaction Volume,2026-05-15,Generated flag,Medium
F011015,C051063,Duplicate Record,2024-11-23,Generated flag,High
F011016,C054319,Suspicious Activity,2025-09-22,Generated flag,High
F011017,C018297,Duplicate Record,2024-03-10,Generated flag,High
F011018,C069355,Duplicate Record,2026-04-12,Generated flag,Medium
F011019,C054747,KYC Pending,2025-03-28,Generated flag,Medium
F011020,C043197,KYC Pending,2025-11-27,Generated flag,High
F011021,C039429,Duplicate Record,2023-09-07,Generated flag,Medium
F011022,C029212,Duplicate Record,2024-08-01,Generated flag,High
F011023,C039024,Suspicious Activity,2022-09-11,Generated flag,Low
F011024,C069322,KYC Pending,2024-10-21,Generated flag,Low
F011025,C064759,Suspicious Activity,2022-07-19,Generated flag,Medium
F011026,C009467,KYC Pending,2024-12-02,Generated flag,Medium
F011027,C011580,High Transaction Volume,2025-01-04,Generated flag,Low
F011028,C094596,Suspicious Activity,2025-02-27,Generated flag,Low
F011029,C073810,Duplicate Record,2022-08-23,Generated flag,Medium
F011030,C082878,KYC Pending,2024-03-18,Generated flag,Medium
F011031,C078766,High Transaction Volume,2025-08-26,Generated flag,High
F011032,C008067,KYC Pending,2022-12-03,Generated flag,Medium
F011033,C053291,Duplicate Record,2026-02-22,Generated flag,High
F011034,C060239,Duplicate Record,2022-11-24,Generated flag,Low
F011035,C003915,High Transaction Volume,2026-03-18,Generated flag,Low
F011036,C062068,Suspicious Activity,2025-12-08,Generated flag,High
F011037,C071541,Duplicate Record,2022-09-24,Generated flag,High
F011038,C050226,Duplicate Record,2022-10-18,Generated flag,Medium
F011039,C018507,Suspicious Activity,2025-12-11,Generated flag,Medium
F011040,C077237,High Transaction Volume,2024-09-03,Generated flag,Medium
F011041,C061190,KYC Pending,2026-02-16,Generated flag,High
F011042,C053162,KYC Pending,2024-04-21,Generated flag,Low
F011043,C096404,KYC Pending,2022-12-02,Generated flag,Low
F011044,C004599,Suspicious Activity,2024-10-31,Generated flag,Medium
F011045,C080149,Suspicious Activity,2024-08-12,Generated flag,High
F011046,C006738,High Transaction Volume,2023-04-22,Generated flag,Medium
F011047,C087922,High Transaction Volume,2023-06-17,Generated flag,High
F011048,C040151,KYC Pending,2025-03-05,Generated flag,High
F011049,C095727,Suspicious Activity,2024-10-04,Generated flag,Medium
F011050,C002041,Suspicious Activity,2024-10-06,Generated flag,High
F011051,C066184,Suspicious Activity,2025-07-08,Generated flag,Medium
F011052,C008250,Suspicious Activity,2022-07-21,Generated flag,High
F011053,C075202,High Transaction Volume,2026-05-08,Generated flag,High
F011054,C011778,Suspicious Activity,2026-06-02,Generated flag,High
F011055,C064875,KYC Pending,2024-09-29,Generated flag,Medium
F011056,C086881,Duplicate Record,2025-06-07,Generated flag,High
F011057,C036459,High Transaction Volume,2023-07-30,Generated flag,Low
F011058,C083364,High Transaction Volume,2022-08-12,Generated flag,Medium
F011059,C013840,KYC Pending,2022-07-12,Generated flag,Medium
F011060,C012968,KYC Pending,2023-11-12,Generated flag,Low
F011061,C073976,Suspicious Activity,2025-05-29,Generated flag,Low
F011062,C097892,KYC Pending,2024-09-08,Generated flag,Low
F011063,C051544,Duplicate Record,2025-01-28,Generated flag,Medium
F011064,C005006,High Transaction Volume,2023-06-21,Generated flag,Medium
F011065,C046468,Suspicious Activity,2025-03-06,Generated flag,Medium
F011066,C007909,Duplicate Record,2024-08-30,Generated flag,Medium
F011067,C052424,Suspicious Activity,2023-11-03,Generated flag,High
F011068,C021729,KYC Pending,2022-12-27,Generated flag,Medium
F011069,C031737,Duplicate Record,2023-09-24,Generated flag,High
F011070,C079617,KYC Pending,2023-12-04,Generated flag,Medium
F011071,C077513,Suspicious Activity,2023-04-30,Generated flag,Medium
F011072,C053599,Suspicious Activity,2022-06-12,Generated flag,Low
F011073,C076974,KYC Pending,2024-03-02,Generated flag,Low
F011074,C043034,Duplicate Record,2023-09-12,Generated flag,High
F011075,C053256,High Transaction Volume,2024-11-13,Generated flag,High
F011076,C074534,Duplicate Record,2024-07-16,Generated flag,High
F011077,C003624,High Transaction Volume,2025-10-08,Generated flag,Low
F011078,C027188,KYC Pending,2023-05-03,Generated flag,Medium
F011079,C073027,Duplicate Record,2024-03-12,Generated flag,Medium
F011080,C008800,Duplicate Record,2024-01-20,Generated flag,Low
F011081,C079164,Suspicious Activity,2025-06-02,Generated flag,Low
F011082,C080305,Duplicate Record,2022-08-28,Generated flag,Low
F011083,C043587,Duplicate Record,2026-01-24,Generated flag,High
F011084,C086819,High Transaction Volume,2023-03-22,Generated flag,High
F011085,C071828,Suspicious Activity,2025-02-03,Generated flag,Medium
F011086,C098278,High Transaction Volume,2025-09-11,Generated flag,Low
F011087,C046949,Duplicate Record,2022-10-14,Generated flag,Low
F011088,C068339,High Transaction Volume,2024-12-26,Generated flag,Medium
F011089,C015053,Duplicate Record,2024-05-11,Generated flag,High
F011090,C054007,High Transaction Volume,2026-03-10,Generated flag,Low
F011091,C096108,Duplicate Record,2024-08-28,Generated flag,Low
F011092,C065695,Duplicate Record,2026-03-02,Generated flag,High
F011093,C067653,Duplicate Record,2025-01-11,Generated flag,Low
F011094,C020059,KYC Pending,2023-03-10,Generated flag,Low
F011095,C014146,KYC Pending,2023-02-06,Generated flag,Low
F011096,C099966,KYC Pending,2024-12-25,Generated flag,Low
F011097,C078582,Duplicate Record,2023-06-10,Generated flag,High
F011098,C035529,High Transaction Volume,2023-04-29,Generated flag,Medium
F011099,C094961,Suspicious Activity,2025-03-24,Generated flag,High
F011100,C031382,KYC Pending,2024-10-07,Generated flag,Medium
F011101,C039661,High Transaction Volume,2023-07-04,Generated flag,High
F011102,C074651,Duplicate Record,2026-05-28,Generated flag,Medium
F011103,C016203,Suspicious Activity,2024-06-09,Generated flag,Medium
F011104,C013525,KYC Pending,2022-07-24,Generated flag,High
F011105,C059177,Duplicate Record,2024-03-25,Generated flag,High
F011106,C022557,KYC Pending,2025-03-16,Generated flag,High
F011107,C041935,Suspicious Activity,2022-09-16,Generated flag,High
F011108,C060540,Duplicate Record,2026-04-26,Generated flag,Medium
F011109,C070608,Duplicate Record,2024-01-21,Generated flag,Medium
F011110,C035730,Duplicate Record,2026-05-13,Generated flag,Medium
F011111,C000843,Duplicate Record,2022-06-22,Generated flag,Low
F011112,C061728,Duplicate Record,2025-12-12,Generated flag,High
F011113,C038473,Suspicious Activity,2024-07-30,Generated flag,High
F011114,C044254,Suspicious Activity,2022-06-27,Generated flag,Low
F011115,C024209,Suspicious Activity,2025-12-21,Generated flag,Low
F011116,C008943,KYC Pending,2025-12-21,Generated flag,Medium
F011117,C079437,Duplicate Record,2024-02-21,Generated flag,Low
F011118,C086884,Duplicate Record,2022-11-10,Generated flag,High
F011119,C061674,High Transaction Volume,2024-04-27,Generated flag,High
F011120,C011641,High Transaction Volume,2023-10-12,Generated flag,Low
F011121,C026761,High Transaction Volume,2025-10-31,Generated flag,Medium
F011122,C024835,High Transaction Volume,2024-01-31,Generated flag,High
F011123,C083112,High Transaction Volume,2024-04-20,Generated flag,High
F011124,C052111,Duplicate Record,2026-03-10,Generated flag,High
F011125,C058344,KYC Pending,2023-04-15,Generated flag,Low
F011126,C097308,KYC Pending,2025-04-27,Generated flag,High
F011127,C002228,Suspicious Activity,2024-01-28,Generated flag,High
F011128,C097705,Suspicious Activity,2025-07-30,Generated flag,Low
F011129,C039203,Suspicious Activity,2026-03-24,Generated flag,Low
F011130,C082229,Suspicious Activity,2025-05-25,Generated flag,Medium
F011131,C069398,Duplicate Record,2024-09-23,Generated flag,High
F011132,C073951,High Transaction Volume,2022-06-25,Generated flag,High
F011133,C040773,KYC Pending,2025-03-17,Generated flag,Low
F011134,C026241,KYC Pending,2023-04-21,Generated flag,High
F011135,C044695,Suspicious Activity,2026-03-08,Generated flag,High
F011136,C058177,Suspicious Activity,2023-10-25,Generated flag,Medium
F011137,C068779,KYC Pending,2023-05-31,Generated flag,Medium
F011138,C024399,Duplicate Record,2023-09-22,Generated flag,High
F011139,C080517,Suspicious Activity,2024-08-21,Generated flag,High
F011140,C079035,KYC Pending,2025-12-23,Generated flag,High
F011141,C047542,Suspicious Activity,2026-01-06,Generated flag,Medium
F011142,C017160,Duplicate Record,2025-12-03,Generated flag,High
F011143,C052692,Suspicious Activity,2024-01-31,Generated flag,High
F011144,C001086,Duplicate Record,2023-08-04,Generated flag,Low
F011145,C070203,High Transaction Volume,2023-06-29,Generated flag,Medium
F011146,C091560,Duplicate Record,2023-05-26,Generated flag,Medium
F011147,C074812,High Transaction Volume,2025-12-18,Generated flag,Low
F011148,C091140,Suspicious Activity,2026-03-24,Generated flag,Low
F011149,C059322,Duplicate Record,2024-07-20,Generated flag,High
F011150,C043972,Suspicious Activity,2024-06-30,Generated flag,Low
F011151,C025586,Suspicious Activity,2023-07-07,Generated flag,Medium
F011152,C008529,Duplicate Record,2022-07-23,Generated flag,Medium
F011153,C069275,High Transaction Volume,2023-05-24,Generated flag,Medium
F011154,C092597,Suspicious Activity,2022-10-19,Generated flag,Medium
F011155,C013146,Duplicate Record,2023-08-01,Generated flag,Low
F011156,C025365,Suspicious Activity,2024-10-14,Generated flag,High
F011157,C005080,KYC Pending,2024-01-16,Generated flag,Low
F011158,C065851,KYC Pending,2023-08-18,Generated flag,Low
F011159,C065668,Suspicious Activity,2024-06-15,Generated flag,Low
F011160,C015258,Suspicious Activity,2024-07-12,Generated flag,Low
F011161,C004734,Duplicate Record,2025-05-13,Generated flag,Medium
F011162,C043176,High Transaction Volume,2025-12-27,Generated flag,High
F011163,C022087,Duplicate Record,2025-08-02,Generated flag,High
F011164,C099773,High Transaction Volume,2023-07-24,Generated flag,Medium
F011165,C031572,High Transaction Volume,2024-10-04,Generated flag,Low
F011166,C005941,KYC Pending,2025-06-22,Generated flag,High
F011167,C006137,High Transaction Volume,2025-10-20,Generated flag,Low
F011168,C088548,High Transaction Volume,2026-05-05,Generated flag,Medium
F011169,C094604,KYC Pending,2022-09-14,Generated flag,High
F011170,C087101,Duplicate Record,2025-03-11,Generated flag,Medium
F011171,C018394,KYC Pending,2023-06-21,Generated flag,Low
F011172,C049782,High Transaction Volume,2023-06-27,Generated flag,Low
F011173,C030237,KYC Pending,2026-04-18,Generated flag,High
F011174,C040737,High Transaction Volume,2022-07-08,Generated flag,Low
F011175,C026292,High Transaction Volume,2022-09-12,Generated flag,Medium
F011176,C042690,Suspicious Activity,2025-03-04,Generated flag,Medium
F011177,C003194,High Transaction Volume,2022-06-23,Generated flag,Medium
F011178,C047219,High Transaction Volume,2024-12-12,Generated flag,Low
F011179,C086662,Suspicious Activity,2025-06-01,Generated flag,Medium
F011180,C051027,High Transaction Volume,2025-11-07,Generated flag,Medium
F011181,C047635,Duplicate Record,2024-05-03,Generated flag,Low
F011182,C009281,Duplicate Record,2026-05-03,Generated flag,High
F011183,C073672,Suspicious Activity,2024-02-11,Generated flag,High
F011184,C001835,KYC Pending,2025-05-16,Generated flag,Medium
F011185,C047646,High Transaction Volume,2026-03-27,Generated flag,Medium
F011186,C038681,Suspicious Activity,2023-06-02,Generated flag,Medium
F011187,C042636,KYC Pending,2023-01-21,Generated flag,Low
F011188,C082070,KYC Pending,2024-04-27,Generated flag,Low
F011189,C037016,Suspicious Activity,2025-06-19,Generated flag,Low
F011190,C047683,Suspicious Activity,2022-07-02,Generated flag,Low
F011191,C051779,Duplicate Record,2025-11-10,Generated flag,Medium
F011192,C052377,High Transaction Volume,2023-02-09,Generated flag,Low
F011193,C090240,Suspicious Activity,2025-04-05,Generated flag,Low
F011194,C046787,Suspicious Activity,2024-09-30,Generated flag,Medium
F011195,C015809,High Transaction Volume,2025-08-14,Generated flag,Low
F011196,C001463,Duplicate Record,2025-01-18,Generated flag,Low
F011197,C083414,High Transaction Volume,2024-06-17,Generated flag,High
F011198,C044572,KYC Pending,2026-05-04,Generated flag,Medium
F011199,C054916,KYC Pending,2022-10-19,Generated flag,Medium
F011200,C090099,Duplicate Record,2026-03-27,Generated flag,Medium
F011201,C083795,Suspicious Activity,2024-06-12,Generated flag,High
F011202,C054961,High Transaction Volume,2022-09-29,Generated flag,Low
F011203,C004491,Suspicious Activity,2022-10-08,Generated flag,Medium
F011204,C051345,Duplicate Record,2024-10-26,Generated flag,Low
F011205,C072862,KYC Pending,2024-08-06,Generated flag,Low
F011206,C037403,KYC Pending,2025-03-03,Generated flag,High
F011207,C086768,Suspicious Activity,2025-08-18,Generated flag,Low
F011208,C097146,Duplicate Record,2023-04-23,Generated flag,Low
F011209,C086867,KYC Pending,2023-03-03,Generated flag,Low
F011210,C078489,Duplicate Record,2025-08-15,Generated flag,Medium
F011211,C068322,Duplicate Record,2022-09-06,Generated flag,High
F011212,C062351,Duplicate Record,2022-11-02,Generated flag,Medium
F011213,C026716,Duplicate Record,2024-04-27,Generated flag,High
F011214,C076156,Suspicious Activity,2023-11-27,Generated flag,Medium
F011215,C053026,Suspicious Activity,2023-07-22,Generated flag,Low
F011216,C093302,KYC Pending,2025-07-02,Generated flag,Medium
F011217,C017683,KYC Pending,2026-01-19,Generated flag,High
F011218,C046374,High Transaction Volume,2022-07-29,Generated flag,Medium
F011219,C020307,Duplicate Record,2025-04-22,Generated flag,Medium
F011220,C046658,High Transaction Volume,2025-05-02,Generated flag,Low
F011221,C055616,Suspicious Activity,2024-02-21,Generated flag,Low
F011222,C045607,KYC Pending,2024-12-06,Generated flag,Medium
F011223,C052953,Duplicate Record,2024-12-27,Generated flag,High
F011224,C036131,High Transaction Volume,2024-02-29,Generated flag,Medium
F011225,C020543,Suspicious Activity,2023-05-01,Generated flag,Low
F011226,C072258,High Transaction Volume,2023-11-20,Generated flag,Low
F011227,C016497,Suspicious Activity,2025-09-27,Generated flag,Medium
F011228,C041386,KYC Pending,2025-10-21,Generated flag,High
F011229,C050618,KYC Pending,2023-09-19,Generated flag,Low
F011230,C079036,Duplicate Record,2024-05-27,Generated flag,Medium
F011231,C075314,Suspicious Activity,2025-02-01,Generated flag,High
F011232,C057577,Suspicious Activity,2022-10-02,Generated flag,Low
F011233,C075795,Suspicious Activity,2022-12-01,Generated flag,Medium
F011234,C044094,Duplicate Record,2026-03-23,Generated flag,High
F011235,C074282,KYC Pending,2023-09-28,Generated flag,Medium
F011236,C032502,Suspicious Activity,2025-01-05,Generated flag,Medium
F011237,C001120,Suspicious Activity,2023-10-25,Generated flag,Low
F011238,C083721,High Transaction Volume,2025-09-12,Generated flag,High
F011239,C096293,KYC Pending,2024-11-02,Generated flag,High
F011240,C086466,Duplicate Record,2022-12-30,Generated flag,Low
F011241,C025923,High Transaction Volume,2024-01-12,Generated flag,Medium
F011242,C092957,Duplicate Record,2025-03-18,Generated flag,Low
F011243,C026569,KYC Pending,2025-02-14,Generated flag,High
F011244,C015722,KYC Pending,2023-08-01,Generated flag,High
F011245,C029695,KYC Pending,2025-03-03,Generated flag,High
F011246,C061724,Duplicate Record,2025-08-21,Generated flag,Medium
F011247,C067098,Suspicious Activity,2025-08-17,Generated flag,Low
F011248,C054882,KYC Pending,2024-01-19,Generated flag,Low
F011249,C073068,KYC Pending,2024-11-10,Generated flag,High
F011250,C050535,Duplicate Record,2025-03-16,Generated flag,High
F011251,C060863,High Transaction Volume,2024-02-07,Generated flag,High
F011252,C095477,High Transaction Volume,2024-06-20,Generated flag,High
F011253,C085443,KYC Pending,2024-08-16,Generated flag,Medium
F011254,C045701,Duplicate Record,2023-07-05,Generated flag,Medium
F011255,C039318,High Transaction Volume,2025-09-18,Generated flag,Low
F011256,C001173,Suspicious Activity,2025-09-21,Generated flag,High
F011257,C010303,Suspicious Activity,2026-01-06,Generated flag,Medium
F011258,C026618,Duplicate Record,2025-04-27,Generated flag,Low
F011259,C078183,Suspicious Activity,2025-05-15,Generated flag,High
F011260,C002860,Duplicate Record,2025-05-10,Generated flag,Low
F011261,C069595,Duplicate Record,2022-07-24,Generated flag,High
F011262,C057799,Suspicious Activity,2026-04-20,Generated flag,Medium
F011263,C044327,High Transaction Volume,2023-03-08,Generated flag,High
F011264,C056763,High Transaction Volume,2023-08-13,Generated flag,Medium
F011265,C031339,Suspicious Activity,2024-03-16,Generated flag,Low
F011266,C053772,High Transaction Volume,2026-01-28,Generated flag,High
F011267,C082875,KYC Pending,2023-01-06,Generated flag,Medium
F011268,C030189,High Transaction Volume,2023-07-29,Generated flag,Medium
F011269,C097282,KYC Pending,2025-12-15,Generated flag,High
F011270,C001733,Duplicate Record,2025-12-23,Generated flag,Medium
F011271,C023536,High Transaction Volume,2024-10-04,Generated flag,High
F011272,C018733,KYC Pending,2024-06-18,Generated flag,Medium
F011273,C005399,Duplicate Record,2024-11-05,Generated flag,High
F011274,C036342,KYC Pending,2024-04-15,Generated flag,High
F011275,C055707,High Transaction Volume,2022-10-04,Generated flag,High
F011276,C075070,KYC Pending,2022-06-10,Generated flag,Low
F011277,C085914,Duplicate Record,2023-02-12,Generated flag,Low
F011278,C041605,Duplicate Record,2025-07-25,Generated flag,Low
F011279,C051744,Suspicious Activity,2022-10-21,Generated flag,Medium
F011280,C050014,Duplicate Record,2025-04-08,Generated flag,Low
F011281,C061000,Duplicate Record,2024-03-25,Generated flag,Medium
F011282,C084666,KYC Pending,2025-01-04,Generated flag,Medium
F011283,C016865,Duplicate Record,2024-01-26,Generated flag,Low
F011284,C085249,Suspicious Activity,2022-11-27,Generated flag,Low
F011285,C013380,High Transaction Volume,2023-05-03,Generated flag,High
F011286,C017966,Duplicate Record,2022-12-17,Generated flag,Low
F011287,C036917,Suspicious Activity,2025-11-28,Generated flag,Low
F011288,C010814,Suspicious Activity,2023-10-27,Generated flag,Low
F011289,C052685,KYC Pending,2026-06-01,Generated flag,Low
F011290,C086251,KYC Pending,2025-03-27,Generated flag,Low
F011291,C009551,High Transaction Volume,2024-12-15,Generated flag,High
F011292,C048687,KYC Pending,2023-02-25,Generated flag,High
F011293,C096448,Duplicate Record,2023-02-03,Generated flag,Medium
F011294,C061711,KYC Pending,2024-11-28,Generated flag,Low
F011295,C015686,KYC Pending,2024-09-14,Generated flag,Low
F011296,C089271,High Transaction Volume,2022-08-02,Generated flag,Low
F011297,C053406,Suspicious Activity,2022-11-20,Generated flag,Medium
F011298,C056708,KYC Pending,2023-12-24,Generated flag,Low
F011299,C096886,High Transaction Volume,2024-01-20,Generated flag,High
F011300,C000602,KYC Pending,2022-07-15,Generated flag,Low
F011301,C072591,Duplicate Record,2022-11-09,Generated flag,High
F011302,C013219,Duplicate Record,2022-10-30,Generated flag,High
F011303,C004480,Suspicious Activity,2022-12-02,Generated flag,Medium
F011304,C078879,Duplicate Record,2024-12-15,Generated flag,High
F011305,C006865,High Transaction Volume,2022-10-05,Generated flag,Low
F011306,C097846,KYC Pending,2024-06-18,Generated flag,High
F011307,C007320,Suspicious Activity,2023-06-23,Generated flag,Medium
F011308,C082552,Suspicious Activity,2025-08-12,Generated flag,High
F011309,C064908,Suspicious Activity,2024-08-04,Generated flag,High
F011310,C046932,High Transaction Volume,2026-05-08,Generated flag,Low
F011311,C048316,KYC Pending,2025-08-23,Generated flag,Medium
F011312,C071949,Duplicate Record,2026-03-10,Generated flag,Low
F011313,C030882,KYC Pending,2025-08-13,Generated flag,High
F011314,C040908,High Transaction Volume,2022-11-10,Generated flag,High
F011315,C094126,Duplicate Record,2025-10-07,Generated flag,Medium
F011316,C064596,KYC Pending,2024-12-19,Generated flag,High
F011317,C038563,High Transaction Volume,2023-02-13,Generated flag,High
F011318,C048214,Suspicious Activity,2023-01-06,Generated flag,Low
F011319,C085718,High Transaction Volume,2026-02-21,Generated flag,Medium
F011320,C005431,Suspicious Activity,2024-04-08,Generated flag,High
F011321,C033251,Suspicious Activity,2024-10-25,Generated flag,Medium
F011322,C051289,Duplicate Record,2025-02-08,Generated flag,Medium
F011323,C085743,Suspicious Activity,2026-02-27,Generated flag,High
F011324,C015958,KYC Pending,2026-05-23,Generated flag,Medium
F011325,C038125,High Transaction Volume,2024-02-29,Generated flag,Medium
F011326,C036930,Duplicate Record,2024-02-05,Generated flag,Low
F011327,C044150,Duplicate Record,2022-07-12,Generated flag,Low
F011328,C018404,KYC Pending,2025-04-24,Generated flag,Medium
F011329,C018885,High Transaction Volume,2026-03-11,Generated flag,Low
F011330,C071090,Duplicate Record,2023-03-26,Generated flag,High
F011331,C070988,High Transaction Volume,2025-12-12,Generated flag,Medium
F011332,C036350,Suspicious Activity,2026-03-20,Generated flag,High
F011333,C039116,KYC Pending,2026-04-23,Generated flag,Medium
